1 Leader Name,1 Title,1 Role,2 Leader Name,2 Title,2 Role,3 Leader Name,3 Title,3 Role,Founding Year,Year Pastor Joined,Pastor Bio,Statement of Faith,Mission statement,Welcome Message,Church Name,Denomination,Affiliations,Similar To,Street 2,Street 1,Street 2,City,State,Zip,Church Phone Number,Church Email contact,Website,Parking,Blog,Facebook,Twitter,Google Plus,Instagram,YouTube,Podcast,Other social media,Service Details,other language services,Languages,Size,Programs & Ministries - Nursery Care,Programs & Ministries - Education,Programs & Ministries - Age Groups,Programs & Ministries - Gender Groups,Programs & Ministries - Music and Arts,Programs & Ministries - Social,Programs & Ministries - Spiritual,Programs & Ministries - Support and Counseling,Programs & Ministries - Outreach,Special Needs Accommodations,"If ""other"", please explain below.",Gay Affirming,"If Other, add below",Home Church,"If Other, add below",1 ServiceDay,1 StartTime,1 StartTimeRange,1 Language,1 MusicStyle,1 ServiceStyle,1 DressAttire,1 AgeDemographic,1 InstrumentTypes,1 Duration,2 ServiceDay,2 StartTime,2 StartTimeRange,2 Language,2 MusicStyle,2 ServiceStyle,2 DressAttire,2 AgeDemographic,2 InstrumentTypes,2 Duration,3 ServiceDay,3 StartTime,3 StartTimeRange,3 Language,3 MusicStyle,3 ServiceStyle,3 DressAttire,3 AgeDemographic,3 InstrumentTypes,3 Duration,4 StartTime,4 StartTimeRange,4 Language,4 MusicStyle,4 ServiceStyle,4 DressAttire,4 AgeDemographic,4 InstrumentTypes,4 Duration,5 ServiceDay,5 StartTime,5 StartTimeRange,5 Language,5 MusicStyle,5 ServiceStyle,5 DressAttire,5 AgeDemographic,5 InstrumentTypes,5 Duration,1 Atmosphere,2 Atmosphere,3 Atmosphere,4 Atmosphere,5 Atmosphere
,Pastor,Pastor,,,,,,,,,,,,,Red Hill Church,Baptist,,,,921 Sir Francis Drake Blvd,,San Anselmo,CA,94960,,,http://www.redhillchurch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Regeneration,Calvary Chapel,,,,238 E 15th St,,Oakland,CA,94606,,,http://www.regenerationweb.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNDAY,9:30:00,,,,,,,,1:30:00,SUNDAY,18:00:00,EVENING,,,,,,,1:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNDAY|0.395833333333333||||||||0.0625|,SUNDAY|0.75|EVENING|||||||0.0625|,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Resurrection Lutheran Church,Lutheran,,,,1100 Las Gallinas Ave,,San Rafael,CA,94903,,,http://www.reluch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Ryan  Kwon,Pastor,Pastor,,,,,,,,,,,,,Resonate Church,Evangelical Free Church of America,,,,4700 Calaveras Ave ,,Fremont,CA,94538,(510) 713-8703,,http://www.resonatemovement.org,,,,,,,,,,"Sunday09:00am: 11:00am: 05:30pm: ",English,,101,TODDLER_CARE,,"CHILDRENS_GROUP, HIGH_SCHOOL_GROUP",,,,,,"COMMUNITY_SERVICE, SOCIAL_JUSTICE, MISSION_OUTREACH",,,,,,,SUNDAY,9:00:00,,,"Passionate Reverent,Contemporary","Casual, Friendly",,,,,SUNDAY,11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUNDAY|0.375|||Passionate Reverent,Contemporary|Casual, Friendly|||||",SUNDAY|0.458333333333333|||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Resurrection Catholic Church,Catholic,,,,725 Cascade Dr,,Sunnyvale,CA,94087-3157,,,http://www.resparish.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Church of the Resurrection,Episcopal,,,,399 Gregory Ln,,Pleasant Hill,CA,94523,,,http://www.resurrectionph.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Rio Lindo Adventist Academy Seventh-day Adventist Church,Seventh-day Adventist,,,,3200 Rio Lindo Ave,,Healdsburg,CA,95448,,,http://www.riolindo.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,River of Life Church Intl,Baptist,,,,1555 Oak Ave,,Los Altos,CA,94024,,,http://www.riveroflifesj.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Real Life Church of Fairfield,Assemblies of God,,,Fairfield Community Ctr,1000 Kentucky St,,Fairfield,CA,94533,,,http://www.rlcfairfield.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Scott Berglin,Pastor,Pastor,,,,,,,,,,,,,Rock Bible Church,Baptist,,,,4100 First St,,Pleasanton,CA,94566,(925) 519-3169,info@rockbiblechurch.com,http://www.rockbiblechurch.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Rollingwood Lutheran Church,Lutheran,,,,2393 Greenwood Dr,,San Pablo,CA,94806,,,http://www.rollingwoodlutheran.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,West Oakland church of Christ,Church of Christ,,,,1031 12th St,,Oakland,CA,94607,,,http://www.romans1616.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Campbell Seventh-day Adventist Russian Group,Seventh-day Adventist,,,,600 W Campbell Ave,,Campbell,CA,95008,,,http://www.russiansanjose.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Timothy (Tongan) Catholic Church,Catholic,,,,1515 Dolan Ave,,San Mateo,CA,94401-2141,,,http://www.s90846074.onlinehome.us/htdocs/english/welcome.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Rob Goerzen,Pastor,Pastor,,,,,,,,,,,,,Sonoma Alliance Church,Christian and Missionary Alliance,,,,125 E Watmaugh Rd,,Sonoma,CA,95476,(707) 938-5777,,http://www.saconline.org,,,,,,,,,,"Sunday09:45am: Sunday School10:45am: Sunday Morning Worship05:30pm: Sonoma Alliance Youth06:00pm: Life Application ClassMonday06:45pm: Bible Study at Vintage Sonoma Assisted LivingTuesday05:30pm: Bible Table at the Farmers' MarketWednesday07:00pm: Bible StudyThursday07:00pm: Men's Bible StudyFriday07:00pm: The Gathering ",,,99,,,,,,,,,,,,,,,,SUNDAY,10:45:00,LATE_MORNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNDAY|0.447916666666667|LATE_MORNING||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Sacred Heart Catholic Church,Catholic,,,,13716 Saratoga Ave,,Saratoga,CA,95070-5432,,,http://www.sacredheartsaratoga.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Anselm Catholic Church,Catholic,,,,97 Shady Lane,,Ross,CA,94957,,,http://www.saintanselm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Anthony of Padua Catholic Church,Catholic,,,,1000 Cambridge St,,Novato,CA,94947-4963,,,http://www.saint-anthonys.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Athanasius Catholic Church,Catholic,,,,160 N Rengstorff Ave,,Mountain View,CA,94043-4222,,,http://www.saintathanasius.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Bartholomew's Episcopal Church,Episcopal,,,,678 Enos Way,,Livermore,CA,94551,,,http://www.saintbartslivermore.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Bruno Catholic Church,Catholic,,,,555 San Bruno Ave W,,San Bruno,CA,94066-3528,,,http://www.saintbrunos.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Clement Catholic Church,Catholic,,,,750 Calhoun St,,Hayward,CA,94544,,,http://www.saintclementchurch.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Cyprian Catholic Church,Catholic,,,,195 Leota Ave,,Sunnyvale,CA,94086-7031,,,http://www.saintcyprian.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Dominic Catholic Church,Catholic,,,,475 E I St,,Benicia,CA,94510,,,http://www.saintdominicsbenicia.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Dunstan Catholic Church,Catholic,,,,1133 Broadway,,Millbrae,CA,94030,,,http://www.saintdunstanchurch.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Edmund's Episcopal Church,Episcopal,,,,1500 Perez Dr,,Pacifica,CA,94044,,,http://www.saint-edmunds.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. George's Church,Episcopal,,,,301 E 13th St,,Antioch,CA,94509,,,http://www.saintgeorgesantioch.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Gregory Catholic Church,Catholic,,,,2715 Hacienda St,,San Mateo,CA,94403-2425,,,http://www.saintgregorychurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. James' Episcopal Church,Episcopal,,,,37051 Cabrillo Dr,,Fremont,CA,94536,,,http://www.saintj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. John's Church,Episcopal,,,,5555 Clayton Rd,,Clayton,CA,94517,,,http://www.saintjohnsparish.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. John the Baptist Catholic Church,Catholic,,,,11150 San Pablo Ave,,El Cerrito,CA,94530,,,http://www.SaintJohnTheBaptistChurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Joseph Parish / Old Mission San Jose Catholic Church,Catholic,,,,43148 Mission Blvd,,Fremont,CA,94539,,,http://www.saintjosephmsj.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Lawrence the Martyr Catholic Church,Catholic,,,,1971 Saint Lawrence Dr,,Santa Clara,CA,95051-2129,,,http://www.saintlawrence.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Luke Catholic Church,Catholic,,,,1111 Beach Park Blvd,,Foster City,CA,94404,,,http://www.saintlukefc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Mark's Episcopal Church,Episcopal,,,,600 Colorado Ave,,Palo Alto,CA,94306,,,http://www.saint-marks.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Saint Matthew Lutheran Church,Lutheran,,,,399 Wiget Ln,,Walnut Creek,CA,94598,,,http://www.saintmatthew.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Michael Catholic Church,Catholic,,,,458 Maple St. At 4Th. St.,,Livermore,CA,94550,,,http://www.saintmichaelliv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Paul Catholic Church,Catholic,,,,1845 Church Ln,,San Pablo,CA,94806-3792,,,http://www.saintpaulschurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Saint Peter Lutheran Church,Lutheran,,,,172 Breed Ave,,San Leandro,CA,94577,,,http://www.saintpeterssanleandro.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Raphael Catholic Church,Catholic,,,,1104 5th Ave,,San Rafael,CA,94901-2916,,,http://www.saintraphael.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Sylvester Catholic Church,Catholic,,,,1115 Point San Pedro Rd,,San Rafael,CA,94901-8318,,,http://www.saintraphael.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Robert Catholic Church,Catholic,,,,1380 Crystal Springs Rd,,San Bruno,CA,94066-4794,,,http://www.saintroberts.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Protection of the Holy Virgin Church,Orthodox,,,,90 Mountain View Ave,,Santa Rosa,CA,94507,,,http://www.saintseraphim.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Timothy's,Episcopal,,,,1550 Diablo Rd,,Danville,CA,94526,,,http://www.sainttimothysdanville.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,San Bruno Chinese Church,Baptist,,,,250 Courtland Dr,,San Bruno,CA,94066,,,http://www.sanbrunochinesechurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,North Peninsula Vineyard Church,Vineyard,,,,430 San Mateo Ave,,San Bruno,CA,94066,,,http://www.sanbrunovcf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Holy Trinity Lutheran Church,Lutheran,,,,149 Manzanita Ave,,San Carlos,CA,94070,,,http://www.sancarloshtlc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
David Cowell,Pastor,Pastor,,,,,,,,,,,,,First Congregational Church of San Francisco,United Church of Christ,,,,1300 Polk St,,San Francisco,CA,94109,(415) 441-8901,,http://www.sanfranciscoucc.org,,,,,,,,,,"Sunday11:00am: ",,,99,,,,,CHOIR,,,,"COMMUNITY_SERVICE, SOCIAL_JUSTICE",,,,,,,SUNDAY,11:00:00,LATE_MORNING,,"Contemporary,Traditional Hymns,Organ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUNDAY|0.458333333333333|LATE_MORNING||Contemporary,Traditional Hymns,Organ||||||",||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,San Jose New Hope Christian Reformed Church,Christian Reformed Church,,,,2930 Patrick Henry Dr,,Santa Clara,CA,95054,,,http://www.sanjosenewhope.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,San Leandro Community Church,United Church of Christ,,,,1395 Bancroft Ave,,San Leandro,CA,94577,,,http://www.sanleandrocommunitychurchonline.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,San Rafael First United Methodist Church,Methodist,,,,9 Ross Valley Dr,,San Rafael,CA,94901,,,http://www.sanrafaelumc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Grace United Methodist Church,Methodist,,,,19901 San Ramon Valley Blvd,,San Ramon,CA,94583,,,http://www.sanramongrace.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,San Ramon Valley Seventh-day Adventist C,Seventh-day Adventist,,,Christian Fellowship,2260 Camino Ramon,,San Ramon,CA,94583,,,http://www.sanramonvalleysdachurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Santa Clara Hispanic Seventh-day Adventist Church,Seventh-day Adventist,,,,2545 Warburton Ave,,Santa Clara,CA,95051,,,http://www.santaclarasda.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Apollnaris Catholic Church,Catholic,,,,3700 Lassen St,,Napa,CA,94558-2312,,,http://www.santarosacatholic.org/parishes/apollinaris.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
fr. michael m. kelly fr. david galeana,Pastor,Pastor,,,,,,,,,,,,,St. Francis Solano Catholic Church,Catholic,,,,469 3rd St W,,Sonoma,CA,"469 3rd St W,Sonoma, CA",(707) 996-6759,,http://www.santarosacatholic.org/parishes/francissolano.html,,,,,,,,,,"Sunday07:30am: 09:00am: 11:00am: Monday08:30am: monday - saturday morning massSaturday05:00pm: vigal mass",,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Holy Family Catholic Church,Catholic,,,,402 Donaldson Way,,American Canyon,CA,94503,,,http://www.santarosacatholic.org/parishes/holyfamily.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Joan of Arc Catholic Church,Catholic,,,,6404 Washington St,,Yountville,CA,94599-9452,,,http://www.santarosacatholic.org/parishes/joanofarc.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. John the Baptist Catholic Church,Catholic,,,,208 Matheson St,,Healdsburg,CA,95448,,,http://www.santarosacatholic.org/parishes/johnbaptist-healdsburg.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Leo the Great Catholic Church,Catholic,,,,601 W Agua Caliente Rd,,Sonoma,CA,95476-3308,,,http://www.santarosacatholic.org/parishes/leo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Our Lady of Perpetual Help Catholic Church,Catholic,,,,901 Washington St,,Calistoga,CA,94515,,,http://www.santarosacatholic.org/parishes/perpetualhelp.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Peter Catholic Church,Catholic,,,,491 S Franklin St,,Cloverdale,CA,95425,,,http://www.santarosacatholic.org/parishes/peter.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
